State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
NH,2020,October,12 month-ending,Number of Drug Overdose Deaths,407,100,0.015214911,New Hampshire,407
NH,2020,September,12 month-ending,Number of Drug Overdose Deaths,418,100,0.007614406,New Hampshire,418
NH,2021,April,12 month-ending,Number of Drug Overdose Deaths,372,100,0.02929759,New Hampshire,372
NH,2021,August,12 month-ending,Number of Drug Overdose Deaths,393,100,0.029642804,New Hampshire,393
NH,2021,December,12 month-ending,Number of Drug Overdose Deaths,433,100,0.050472276,New Hampshire,434
NH,2021,February,12 month-ending,Number of Drug Overdose Deaths,382,100,0.02891845,New Hampshire,382
NH,2021,January,12 month-ending,Number of Drug Overdose Deaths,389,100,0.02895194,New Hampshire,389
NH,2021,July,12 month-ending,Number of Drug Overdose Deaths,377,100,0.029819591,New Hampshire,377
NH,2021,June,12 month-ending,Number of Drug Overdose Deaths,379,100,0.037144343,New Hampshire,379
NH,2021,March,12 month-ending,Number of Drug Overdose Deaths,378,100,0.029099374,New Hampshire,378
NH,2021,May,12 month-ending,Number of Drug Overdose Deaths,366,100,0.029596744,New Hampshire,366
NH,2021,November,12 month-ending,Number of Drug Overdose Deaths,418,100,0.043459365,New Hampshire,419
NH,2021,October,12 month-ending,Number of Drug Overdose Deaths,418,100,0.043776448,New Hampshire,419
NH,2021,September,12 month-ending,Number of Drug Overdose Deaths,405,100,0.051664329,New Hampshire,406
NH,2022,April,12 month-ending,Number of Drug Overdose Deaths,490,100,0.042060988,New Hampshire,491
NH,2022,August,12 month-ending,Number of Drug Overdose Deaths,491,100,0.03431238,New Hampshire,491
NH,2022,December,12 month-ending,Number of Drug Overdose Deaths,484,100,0.006986655,New Hampshire,484
NH,2022,February,12 month-ending,Number of Drug Overdose Deaths,471,100,0.042689434,New Hampshire,472
NH,2022,January,12 month-ending,Number of Drug Overdose Deaths,457,100,0.04311274,New Hampshire,458
NH,2022,July,12 month-ending,Number of Drug Overdose Deaths,492,100,0.034485137,New Hampshire,492
NH,2022,June,12 month-ending,Number of Drug Overdose Deaths,489,100,0.034664448,New Hampshire,489
NH,2022,March,12 month-ending,Number of Drug Overdose Deaths,483,100,0.042274361,New Hampshire,484
NH,2022,May,12 month-ending,Number of Drug Overdose Deaths,483,100,0.041843922,New Hampshire,484
NH,2022,November,12 month-ending,Number of Drug Overdose Deaths,498,100,0.013826478,New Hampshire,498
NH,2022,October,12 month-ending,Number of Drug Overdose Deaths,484,100,0.020656889,New Hampshire,484
NH,2022,September,12 month-ending,Number of Drug Overdose Deaths,484,100,0.013741927,New Hampshire,484
NH,2023,April,12 month-ending,Number of Drug Overdose Deaths,469,100,0.014148274,New Hampshire,469
NH,2023,August,12 month-ending,Number of Drug Overdose Deaths,453,100,0.057122456,New Hampshire,456
NH,2023,February,12 month-ending,Number of Drug Overdose Deaths,479,100,0.01416832,New Hampshire,479
NH,2023,January,12 month-ending,Number of Drug Overdose Deaths,472,100,0.014078558,New Hampshire,472
NH,2023,July,12 month-ending,Number of Drug Overdose Deaths,460,100,0.035554291,New Hampshire,461
NH,2023,June,12 month-ending,Number of Drug Overdose Deaths,463,100,0.035592255,New Hampshire,464
NH,2023,March,12 month-ending,Number of Drug Overdose Deaths,480,100,0.014140271,New Hampshire,480
NH,2023,May,12 month-ending,Number of Drug Overdose Deaths,473,100,0.03537569,New Hampshire,474
NH,2023,November,12 month-ending,Number of Drug Overdose Deaths,430,100,0.136171433,New Hampshire,435
NH,2023,October,12 month-ending,Number of Drug Overdose Deaths,448,100,0.078436965,New Hampshire,451
NH,2023,September,12 month-ending,Number of Drug Overdose Deaths,460,100,0.07840901,New Hampshire,463
NJ,2015,April,12 month-ending,Number of Drug Overdose Deaths,1240,100,0.241873471,New Jersey,1271
NJ,2015,August,12 month-ending,Number of Drug Overdose Deaths,1373,100,0.192815526,New Jersey,1399
NJ,2015,December,12 month-ending,Number of Drug Overdose Deaths,1423,100,0.348760354,New Jersey,1478
NJ,2015,February,12 month-ending,Number of Drug Overdose Deaths,1221,100,0.257267096,New Jersey,1254
NJ,2015,January,12 month-ending,Number of Drug Overdose Deaths,1210,100,0.25916223,New Jersey,1243
NJ,2015,July,12 month-ending,Number of Drug Overdose Deaths,1336,100,0.190223093,New Jersey,1361
NJ,2015,June,12 month-ending,Number of Drug Overdose Deaths,1305,100,0.214333744,New Jersey,1334
NJ,2015,March,12 month-ending,Number of Drug Overdose Deaths,1226,100,0.243882045,New Jersey,1257
NJ,2015,May,12 month-ending,Number of Drug Overdose Deaths,1277,100,0.231111858,New Jersey,1308
NJ,2015,November,12 month-ending,Number of Drug Overdose Deaths,1414,100,0.288015212,New Jersey,1458
NJ,2015,October,12 month-ending,Number of Drug Overdose Deaths,1413,100,0.241380754,New Jersey,1449
NJ,2015,September,12 month-ending,Number of Drug Overdose Deaths,1411,100,0.209391926,New Jersey,1441
NJ,2016,April,12 month-ending,Number of Drug Overdose Deaths,1628,100,0.385021247,New Jersey,1699
NJ,2016,August,12 month-ending,Number of Drug Overdose Deaths,1682,100,0.493344108,New Jersey,1779
NJ,2016,December,12 month-ending,Number of Drug Overdose Deaths,1971,100,0.410643434,New Jersey,2063
NJ,2016,February,12 month-ending,Number of Drug Overdose Deaths,1483,100,0.354336334,New Jersey,1542
NJ,2016,January,12 month-ending,Number of Drug Overdose Deaths,1433,100,0.346995079,New Jersey,1488
NJ,2016,July,12 month-ending,Number of Drug Overdose Deaths,1695,100,0.486507248,New Jersey,1792
NJ,2016,June,12 month-ending,Number of Drug Overdose Deaths,1651,100,0.44840496,New Jersey,1737
NJ,2016,March,12 month-ending,Number of Drug Overdose Deaths,1538,100,0.36572996,New Jersey,1601
NJ,2016,May,12 month-ending,Number of Drug Overdose Deaths,1637,100,0.417634734,New Jersey,1715
NJ,2016,November,12 month-ending,Number of Drug Overdose Deaths,1868,100,0.431233636,New Jersey,1961
NJ,2016,October,12 month-ending,Number of Drug Overdose Deaths,1777,100,0.469443857,New Jersey,1874
NJ,2016,September,12 month-ending,Number of Drug Overdose Deaths,1692,100,0.489502575,New Jersey,1789
NJ,2017,April,12 month-ending,Number of Drug Overdose Deaths,2217,100,0.330670731,New Jersey,2298
NJ,2017,August,12 month-ending,Number of Drug Overdose Deaths,2502,100,0.214954914,New Jersey,2556
NJ,2017,December,12 month-ending,Number of Drug Overdose Deaths,2621,100,0.190682264,New Jersey,2670
NJ,2017,February,12 month-ending,Number of Drug Overdose Deaths,2111,100,0.377751013,New Jersey,2201
NJ,2017,January,12 month-ending,Number of Drug Overdose Deaths,2082,100,0.394735032,New Jersey,2175
NJ,2017,July,12 month-ending,Number of Drug Overdose Deaths,2416,100,0.228650287,New Jersey,2473
NJ,2017,June,12 month-ending,Number of Drug Overdose Deaths,2397,100,0.269516225,New Jersey,2466
NJ,2017,March,12 month-ending,Number of Drug Overdose Deaths,2189,100,0.360301343,New Jersey,2277
NJ,2017,May,12 month-ending,Number of Drug Overdose Deaths,2305,100,0.296973313,New Jersey,2379
NJ,2017,November,12 month-ending,Number of Drug Overdose Deaths,2581,100,0.203467079,New Jersey,2633
NJ,2017,October,12 month-ending,Number of Drug Overdose Deaths,2565,100,0.195050591,New Jersey,2614
NJ,2017,September,12 month-ending,Number of Drug Overdose Deaths,2600,100,0.198206701,New Jersey,2651
NJ,2018,April,12 month-ending,Number of Drug Overdose Deaths,2604,100,0.214479382,New Jersey,2661
NJ,2018,August,12 month-ending,Number of Drug Overdose Deaths,2743,100,0.216194441,New Jersey,2803
NJ,2018,December,12 month-ending,Number of Drug Overdose Deaths,2857,100,0.192428474,New Jersey,2911
NJ,2018,February,12 month-ending,Number of Drug Overdose Deaths,2613,100,0.191163404,New Jersey,2662
NJ,2018,January,12 month-ending,Number of Drug Overdose Deaths,2605,100,0.191287011,New Jersey,2654
NJ,2018,July,12 month-ending,Number of Drug Overdose Deaths,2692,100,0.222003956,New Jersey,2753
NJ,2018,June,12 month-ending,Number of Drug Overdose Deaths,2648,100,0.220148296,New Jersey,2707
NJ,2018,March,12 month-ending,Number of Drug Overdose Deaths,2610,100,0.208863915,New Jersey,2665
NJ,2018,May,12 month-ending,Number of Drug Overdose Deaths,2629,100,0.216379963,New Jersey,2687
NJ,2018,November,12 month-ending,Number of Drug Overdose Deaths,2875,100,0.223737481,New Jersey,2941
NJ,2018,October,12 month-ending,Number of Drug Overdose Deaths,2859,100,0.219063903,New Jersey,2923
NJ,2018,September,12 month-ending,Number of Drug Overdose Deaths,2753,100,0.220430108,New Jersey,2815
NJ,2019,April,12 month-ending,Number of Drug Overdose Deaths,2771,100,0.210728228,New Jersey,2830
NJ,2019,August,12 month-ending,Number of Drug Overdose Deaths,2739,100,0.218874552,New Jersey,2800
NJ,2019,December,12 month-ending,Number of Drug Overdose Deaths,2774,100,0.148086321,New Jersey,2811
NJ,2019,February,12 month-ending,Number of Drug Overdose Deaths,2859,100,0.214326153,New Jersey,2921
NJ,2019,January,12 month-ending,Number of Drug Overdose Deaths,2819,100,0.201946767,New Jersey,2876
NJ,2019,July,12 month-ending,Number of Drug Overdose Deaths,2730,100,0.215671209,New Jersey,2790
NJ,2019,June,12 month-ending,Number of Drug Overdose Deaths,2721,100,0.21421354,New Jersey,2780
NJ,2019,March,12 month-ending,Number of Drug Overdose Deaths,2802,100,0.204719319,New Jersey,2859
NJ,2019,May,12 month-ending,Number of Drug Overdose Deaths,2749,100,0.212900705,New Jersey,2808
NJ,2019,November,12 month-ending,Number of Drug Overdose Deaths,2738,100,0.159558645,New Jersey,2779
NJ,2019,October,12 month-ending,Number of Drug Overdose Deaths,2695,100,0.192078779,New Jersey,2746
NJ,2019,September,12 month-ending,Number of Drug Overdose Deaths,2721,100,0.203987896,New Jersey,2776
NJ,2020,April,12 month-ending,Number of Drug Overdose Deaths,2919,100,0.11148272,New Jersey,2945
NJ,2020,August,12 month-ending,Number of Drug Overdose Deaths,2934,100,0.109665791,New Jersey,2960
NJ,2020,December,12 month-ending,Number of Drug Overdose Deaths,2817,100,0.12348909,New Jersey,2846
NJ,2020,February,12 month-ending,Number of Drug Overdose Deaths,2838,100,0.134428477,New Jersey,2871
NJ,2020,January,12 month-ending,Number of Drug Overdose Deaths,2843,100,0.139769917,New Jersey,2878
NJ,2020,July,12 month-ending,Number of Drug Overdose Deaths,2974,100,0.109753977,New Jersey,3000
NJ,2020,June,12 month-ending,Number of Drug Overdose Deaths,2996,100,0.106590096,New Jersey,3021
NJ,2020,March,12 month-ending,Number of Drug Overdose Deaths,2884,100,0.136045437,New Jersey,2919
NJ,2020,May,12 month-ending,Number of Drug Overdose Deaths,2972,100,0.111537578,New Jersey,2999
NJ,2020,November,12 month-ending,Number of Drug Overdose Deaths,2873,100,0.105133294,New Jersey,2897
NJ,2020,October,12 month-ending,Number of Drug Overdose Deaths,2898,100,0.101766846,New Jersey,2921
NJ,2020,September,12 month-ending,Number of Drug Overdose Deaths,2938,100,0.104024446,New Jersey,2962
NJ,2021,April,12 month-ending,Number of Drug Overdose Deaths,2881,100,0.165046763,New Jersey,2926
NJ,2021,August,12 month-ending,Number of Drug Overdose Deaths,2921,100,0.180978235,New Jersey,2972
NJ,2021,December,12 month-ending,Number of Drug Overdose Deaths,3009,100,0.220085163,New Jersey,3076
NJ,2021,February,12 month-ending,Number of Drug Overdose Deaths,2832,100,0.126309833,New Jersey,2863
NJ,2021,January,12 month-ending,Number of Drug Overdose Deaths,2821,100,0.122799836,New Jersey,2850
NJ,2021,July,12 month-ending,Number of Drug Overdose Deaths,2897,100,0.171253383,New Jersey,2944
NJ,2021,June,12 month-ending,Number of Drug Overdose Deaths,2867,100,0.168751122,New Jersey,2913
NJ,2021,March,12 month-ending,Number of Drug Overdose Deaths,2862,100,0.128195997,New Jersey,2894
NJ,2021,May,12 month-ending,Number of Drug Overdose Deaths,2826,100,0.169118085,New Jersey,2871
NJ,2021,November,12 month-ending,Number of Drug Overdose Deaths,2997,100,0.218764334,New Jersey,3064
NJ,2021,October,12 month-ending,Number of Drug Overdose Deaths,3028,100,0.196739741,New Jersey,3087
NJ,2021,September,12 month-ending,Number of Drug Overdose Deaths,2958,100,0.192493918,New Jersey,3014
NJ,2022,April,12 month-ending,Number of Drug Overdose Deaths,3029,100,0.239668114,New Jersey,3104
NJ,2022,August,12 month-ending,Number of Drug Overdose Deaths,2950,100,0.276937653,New Jersey,3037
NJ,2022,December,12 month-ending,Number of Drug Overdose Deaths,2945,100,0.384558497,New Jersey,3073
NJ,2022,February,12 month-ending,Number of Drug Overdose Deaths,3042,100,0.234161417,New Jersey,3115
NJ,2022,January,12 month-ending,Number of Drug Overdose Deaths,3047,100,0.231072128,New Jersey,3119
NJ,2022,July,12 month-ending,Number of Drug Overdose Deaths,2953,100,0.274815075,New Jersey,3039
NJ,2022,June,12 month-ending,Number of Drug Overdose Deaths,2986,100,0.263410252,New Jersey,3069
NJ,2022,March,12 month-ending,Number of Drug Overdose Deaths,3029,100,0.240067219,New Jersey,3104
NJ,2022,May,12 month-ending,Number of Drug Overdose Deaths,3033,100,0.247912793,New Jersey,3111
NJ,2022,November,12 month-ending,Number of Drug Overdose Deaths,2933,100,0.321709234,New Jersey,3036
NJ,2022,October,12 month-ending,Number of Drug Overdose Deaths,2926,100,0.300333431,New Jersey,3021
NJ,2022,September,12 month-ending,Number of Drug Overdose Deaths,2938,100,0.292875796,New Jersey,3031
NJ,2023,April,12 month-ending,Number of Drug Overdose Deaths,2804,100,0.459451764,New Jersey,2955
NJ,2023,August,12 month-ending,Number of Drug Overdose Deaths,2780,100,0.56601048,New Jersey,2973
NJ,2023,February,12 month-ending,Number of Drug Overdose Deaths,2838,100,0.431895411,New Jersey,2972
NJ,2023,January,12 month-ending,Number of Drug Overdose Deaths,2865,100,0.403619723,New Jersey,2979
NJ,2023,July,12 month-ending,Number of Drug Overdose Deaths,2805,100,0.517883365,New Jersey,2981
NJ,2023,June,12 month-ending,Number of Drug Overdose Deaths,2810,100,0.487372619,New Jersey,2971
NJ,2023,March,12 month-ending,Number of Drug Overdose Deaths,2809,100,0.451098581,New Jersey,2958
NJ,2023,May,12 month-ending,Number of Drug Overdose Deaths,2821,100,0.47063718,New Jersey,2980
NJ,2023,November,12 month-ending,Number of Drug Overdose Deaths,2586,100,0.729461474,New Jersey,2817
NJ,2023,October,12 month-ending,Number of Drug Overdose Deaths,2644,100,0.650767827,New Jersey,2857
NJ,2023,September,12 month-ending,Number of Drug Overdose Deaths,2708,100,0.599173826,New Jersey,2905
NM,2015,April,12 month-ending,Number of Drug Overdose Deaths,536,100,0.040880687,New Mexico,537
NM,2015,August,12 month-ending,Number of Drug Overdose Deaths,518,100,0.052671622,New Mexico,519
NM,2015,December,12 month-ending,Number of Drug Overdose Deaths,496,100,0.093775642,New Mexico,500
NM,2015,February,12 month-ending,Number of Drug Overdose Deaths,546,100,0.041130501,New Mexico,547
NM,2015,January,12 month-ending,Number of Drug Overdose Deaths,548,100,0.041053311,New Mexico,549
NM,2015,July,12 month-ending,Number of Drug Overdose Deaths,520,100,0.041198281,New Mexico,521
NM,2015,June,12 month-ending,Number of Drug Overdose Deaths,519,100,0.035200939,New Mexico,519
NM,2015,March,12 month-ending,Number of Drug Overdose Deaths,544,100,0.040983607,New Mexico,545
NM,2015,May,12 month-ending,Number of Drug Overdose Deaths,523,100,0.041147425,New Mexico,524
NM,2015,November,12 month-ending,Number of Drug Overdose Deaths,510,100,0.093512566,New Mexico,514
NM,2015,October,12 month-ending,Number of Drug Overdose Deaths,518,100,0.070286417,New Mexico,520
NM,2015,September,12 month-ending,Number of Drug Overdose Deaths,513,100,0.064278619,New Mexico,515
NM,2016,April,12 month-ending,Number of Drug Overdose Deaths,497,100,0.091843178,New Mexico,501
NM,2016,August,12 month-ending,Number of Drug Overdose Deaths,495,100,0.067984817,New Mexico,497
NM,2016,December,12 month-ending,Number of Drug Overdose Deaths,494,100,0.050652859,New Mexico,495
NM,2016,February,12 month-ending,Number of Drug Overdose Deaths,485,100,0.093348891,New Mexico,489
NM,2016,January,12 month-ending,Number of Drug Overdose Deaths,473,100,0.094189674,New Mexico,477
NM,2016,July,12 month-ending,Number of Drug Overdose Deaths,497,100,0.079577105,New Mexico,500
NM,2016,June,12 month-ending,Number of Drug Overdose Deaths,491,100,0.096960018,New Mexico,495
NM,2016,March,12 month-ending,Number of Drug Overdose Deaths,498,100,0.092480203,New Mexico,502
NM,2016,May,12 month-ending,Number of Drug Overdose Deaths,497,100,0.091131742,New Mexico,501
NM,2016,November,12 month-ending,Number of Drug Overdose Deaths,485,100,0.033952014,New Mexico,485
NM,2016,October,12 month-ending,Number of Drug Overdose Deaths,478,100,0.050844585,New Mexico,479
NM,2016,September,12 month-ending,Number of Drug Overdose Deaths,491,100,0.0567022,New Mexico,493
NM,2017,April,12 month-ending,Number of Drug Overdose Deaths,505,100,0.067457418,New Mexico,507
NM,2017,August,12 month-ending,Number of Drug Overdose Deaths,505,100,0.134333371,New Mexico,511
NM,2017,December,12 month-ending,Number of Drug Overdose Deaths,494,100,0.160575858,New Mexico,502
NM,2017,February,12 month-ending,Number of Drug Overdose Deaths,494,100,0.050400403,New Mexico,495
NM,2017,January,12 month-ending,Number of Drug Overdose Deaths,506,100,0.050547599,New Mexico,507
NM,2017,July,12 month-ending,Number of Drug Overdose Deaths,515,100,0.100496901,New Mexico,519
NM,2017,June,12 month-ending,Number of Drug Overdose Deaths,507,100,0.07813372,New Mexico,510
NM,2017,March,12 month-ending,Number of Drug Overdose Deaths,495,100,0.056249297,New Mexico,497
NM,2017,May,12 month-ending,Number of Drug Overdose Deaths,511,100,0.067132867,New Mexico,513
NM,2017,November,12 month-ending,Number of Drug Overdose Deaths,496,100,0.15548645,New Mexico,504
NM,2017,October,12 month-ending,Number of Drug Overdose Deaths,507,100,0.155841265,New Mexico,515
NM,2017,September,12 month-ending,Number of Drug Overdose Deaths,501,100,0.161812298,New Mexico,509
NM,2018,April,12 month-ending,Number of Drug Overdose Deaths,482,100,0.148433205,New Mexico,489
NM,2018,August,12 month-ending,Number of Drug Overdose Deaths,510,100,0.142037695,New Mexico,517
NM,2018,December,12 month-ending,Number of Drug Overdose Deaths,525,100,0.211496746,New Mexico,537
NM,2018,February,12 month-ending,Number of Drug Overdose Deaths,486,100,0.15969163,New Mexico,494
NM,2018,January,12 month-ending,Number of Drug Overdose Deaths,489,100,0.15976201,New Mexico,497
NM,2018,July,12 month-ending,Number of Drug Overdose Deaths,491,100,0.148156277,New Mexico,498
NM,2018,June,12 month-ending,Number of Drug Overdose Deaths,501,100,0.142943537,New Mexico,508
NM,2018,March,12 month-ending,Number of Drug Overdose Deaths,485,100,0.153871517,New Mexico,492
NM,2018,May,12 month-ending,Number of Drug Overdose Deaths,480,100,0.154970113,New Mexico,487
NM,2018,November,12 month-ending,Number of Drug Overdose Deaths,507,100,0.178407309,New Mexico,516
NM,2018,October,12 month-ending,Number of Drug Overdose Deaths,515,100,0.151893241,New Mexico,523
NM,2018,September,12 month-ending,Number of Drug Overdose Deaths,524,100,0.114130435,New Mexico,529
NM,2019,April,12 month-ending,Number of Drug Overdose Deaths,536,100,0.248985115,New Mexico,550
NM,2019,August,12 month-ending,Number of Drug Overdose Deaths,565,100,0.213949508,New Mexico,578
NM,2019,December,12 month-ending,Number of Drug Overdose Deaths,609,100,0.142811806,New Mexico,617
NM,2019,February,12 month-ending,Number of Drug Overdose Deaths,526,100,0.227753376,New Mexico,539
NM,2019,January,12 month-ending,Number of Drug Overdose Deaths,513,100,0.221597665,New Mexico,525
NM,2019,July,12 month-ending,Number of Drug Overdose Deaths,568,100,0.230699072,New Mexico,582
NM,2019,June,12 month-ending,Number of Drug Overdose Deaths,550,100,0.253110022,New Mexico,565
NM,2019,March,12 month-ending,Number of Drug Overdose Deaths,520,100,0.249079489,New Mexico,534
NM,2019,May,12 month-ending,Number of Drug Overdose Deaths,550,100,0.253014643,New Mexico,565
NM,2019,November,12 month-ending,Number of Drug Overdose Deaths,613,100,0.180726094,New Mexico,624
NM,2019,October,12 month-ending,Number of Drug Overdose Deaths,592,100,0.197165086,New Mexico,604
NM,2019,September,12 month-ending,Number of Drug Overdose Deaths,574,100,0.213174163,New Mexico,587
NM,2020,April,12 month-ending,Number of Drug Overdose Deaths,647,100,0.109723601,New Mexico,653
NM,2020,August,12 month-ending,Number of Drug Overdose Deaths,723,100,0.146270112,New Mexico,733
NM,2020,December,12 month-ending,Number of Drug Overdose Deaths,792,100,0.246806668,New Mexico,813
NM,2020,February,12 month-ending,Number of Drug Overdose Deaths,641,100,0.137232133,New Mexico,649
NM,2020,January,12 month-ending,Number of Drug Overdose Deaths,634,100,0.137770242,New Mexico,642
NM,2020,July,12 month-ending,Number of Drug Overdose Deaths,684,100,0.13855213,New Mexico,693
NM,2020,June,12 month-ending,Number of Drug Overdose Deaths,681,100,0.115810675,New Mexico,688
NM,2020,March,12 month-ending,Number of Drug Overdose Deaths,648,100,0.116272924,New Mexico,655
NM,2020,May,12 month-ending,Number of Drug Overdose Deaths,661,100,0.107433366,New Mexico,667
NM,2020,November,12 month-ending,Number of Drug Overdose Deaths,780,100,0.223969284,New Mexico,798
NM,2020,October,12 month-ending,Number of Drug Overdose Deaths,758,100,0.181228539,New Mexico,772
NM,2020,September,12 month-ending,Number of Drug Overdose Deaths,739,100,0.164696764,New Mexico,751
NM,2021,April,12 month-ending,Number of Drug Overdose Deaths,899,100,0.250595678,New Mexico,923
NM,2021,August,12 month-ending,Number of Drug Overdose Deaths,1005,100,0.210526316,New Mexico,1027
NM,2021,December,12 month-ending,Number of Drug Overdose Deaths,1040,100,0.081287596,New Mexico,1046
NM,2021,February,12 month-ending,Number of Drug Overdose Deaths,828,100,0.245997332,New Mexico,850
NM,2021,January,12 month-ending,Number of Drug Overdose Deaths,809,100,0.244148847,New Mexico,830
NM,2021,July,12 month-ending,Number of Drug Overdose Deaths,986,100,0.228671212,New Mexico,1009
NM,2021,June,12 month-ending,Number of Drug Overdose Deaths,945,100,0.248282711,New Mexico,970
NM,2021,March,12 month-ending,Number of Drug Overdose Deaths,857,100,0.246954231,New Mexico,879
NM,2021,May,12 month-ending,Number of Drug Overdose Deaths,931,100,0.255722829,New Mexico,956
NM,2021,November,12 month-ending,Number of Drug Overdose Deaths,1030,100,0.117200129,New Mexico,1040
NM,2021,October,12 month-ending,Number of Drug Overdose Deaths,1025,100,0.168769589,New Mexico,1042
NM,2021,September,12 month-ending,Number of Drug Overdose Deaths,1016,100,0.198847496,New Mexico,1036
NM,2022,April,12 month-ending,Number of Drug Overdose Deaths,1067,100,0.1042502,New Mexico,1076
NM,2022,August,12 month-ending,Number of Drug Overdose Deaths,975,100,0.153783893,New Mexico,989
NM,2022,December,12 month-ending,Number of Drug Overdose Deaths,1007,100,0.174825175,New Mexico,1024
NM,2022,February,12 month-ending,Number of Drug Overdose Deaths,1082,100,0.087722796,New Mexico,1089
NM,2022,January,12 month-ending,Number of Drug Overdose Deaths,1052,100,0.088581092,New Mexico,1059
NM,2022,July,12 month-ending,Number of Drug Overdose Deaths,1011,100,0.144305929,New Mexico,1024
NM,2022,June,12 month-ending,Number of Drug Overdose Deaths,1037,100,0.136354522,New Mexico,1050
NM,2022,March,12 month-ending,Number of Drug Overdose Deaths,1089,100,0.091823698,New Mexico,1096
NM,2022,May,12 month-ending,Number of Drug Overdose Deaths,1046,100,0.132328174,New Mexico,1058
NM,2022,November,12 month-ending,Number of Drug Overdose Deaths,991,100,0.166297118,New Mexico,1007
NM,2022,October,12 month-ending,Number of Drug Overdose Deaths,982,100,0.158763317,New Mexico,997
NM,2022,September,12 month-ending,Number of Drug Overdose Deaths,975,100,0.160507038,New Mexico,990
NM,2023,April,12 month-ending,Number of Drug Overdose Deaths,975,100,0.173698405,New Mexico,992
NM,2023,August,12 month-ending,Number of Drug Overdose Deaths,1028,100,0.152551775,New Mexico,1045
NM,2023,February,12 month-ending,Number of Drug Overdose Deaths,962,100,0.178923705,New Mexico,977
NM,2023,January,12 month-ending,Number of Drug Overdose Deaths,1005,100,0.18446864,New Mexico,1018
NM,2023,July,12 month-ending,Number of Drug Overdose Deaths,1007,100,0.138580931,New Mexico,1022
NM,2023,June,12 month-ending,Number of Drug Overdose Deaths,990,100,0.14295596,New Mexico,1004
NM,2023,March,12 month-ending,Number of Drug Overdose Deaths,960,100,0.179533214,New Mexico,978
NM,2023,May,12 month-ending,Number of Drug Overdose Deaths,973,100,0.142613976,New Mexico,988
NM,2023,November,12 month-ending,Number of Drug Overdose Deaths,998,100,0.213308602,New Mexico,1020
NM,2023,October,12 month-ending,Number of Drug Overdose Deaths,1009,100,0.189770886,New Mexico,1030
NM,2023,September,12 month-ending,Number of Drug Overdose Deaths,1013,100,0.139114306,New Mexico,1027
NV,2015,April,12 month-ending,Number of Drug Overdose Deaths,584,100,0.00436186,Nevada,584
NV,2015,August,12 month-ending,Number of Drug Overdose Deaths,632,100,0.004282655,Nevada,632
NV,2015,December,12 month-ending,Number of Drug Overdose Deaths,665,100,0.004228866,Nevada,665
NV,2015,February,12 month-ending,Number of Drug Overdose Deaths,576,100,0.004419304,Nevada,576
NV,2015,January,12 month-ending,Number of Drug Overdose Deaths,578,100,0.004421062,Nevada,578
NV,2015,July,12 month-ending,Number of Drug Overdose Deaths,616,100,0.004300151,Nevada,616
NV,2015,June,12 month-ending,Number of Drug Overdose Deaths,619,100,0.004305149,Nevada,619
NV,2015,March,12 month-ending,Number of Drug Overdose Deaths,579,100,0.004387697,Nevada,579
NV,2015,May,12 month-ending,Number of Drug Overdose Deaths,598,100,0.004341408,Nevada,598
NV,2015,November,12 month-ending,Number of Drug Overdose Deaths,634,100,0.004254233,Nevada,634
NV,2015,October,12 month-ending,Number of Drug Overdose Deaths,628,100,0.004274966,Nevada,628
NV,2015,September,12 month-ending,Number of Drug Overdose Deaths,633,100,0.004280822,Nevada,633
NV,2016,April,12 month-ending,Number of Drug Overdose Deaths,683,100,0,Nevada,683
NV,2016,August,12 month-ending,Number of Drug Overdose Deaths,732,100,0,Nevada,732
NV,2016,December,12 month-ending,Number of Drug Overdose Deaths,707,100,0,Nevada,707
NV,2016,February,12 month-ending,Number of Drug Overdose Deaths,685,100,0.004188306,Nevada,685
NV,2016,January,12 month-ending,Number of Drug Overdose Deaths,669,100,0.004242321,Nevada,669
NV,2016,July,12 month-ending,Number of Drug Overdose Deaths,723,100,0,Nevada,723
NV,2016,June,12 month-ending,Number of Drug Overdose Deaths,691,100,0,Nevada,691
NV,2016,March,12 month-ending,Number of Drug Overdose Deaths,689,100,0.004173449,Nevada,689
NV,2016,May,12 month-ending,Number of Drug Overdose Deaths,679,100,0,Nevada,679
NV,2016,November,12 month-ending,Number of Drug Overdose Deaths,729,100,0,Nevada,729
NV,2016,October,12 month-ending,Number of Drug Overdose Deaths,739,100,0,Nevada,739
NV,2016,September,12 month-ending,Number of Drug Overdose Deaths,731,100,0,Nevada,731
NV,2017,April,12 month-ending,Number of Drug Overdose Deaths,713,100,0,Nevada,713
NV,2017,August,12 month-ending,Number of Drug Overdose Deaths,736,100,0.015811527,Nevada,736
NV,2017,December,12 month-ending,Number of Drug Overdose Deaths,756,100,0.077854335,Nevada,760
NV,2017,February,12 month-ending,Number of Drug Overdose Deaths,698,100,0,Nevada,698
NV,2017,January,12 month-ending,Number of Drug Overdose Deaths,705,100,0,Nevada,705
NV,2017,July,12 month-ending,Number of Drug Overdose Deaths,736,100,0.007854534,Nevada,736
NV,2017,June,12 month-ending,Number of Drug Overdose Deaths,736,100,0.007878358,Nevada,736
NV,2017,March,12 month-ending,Number of Drug Overdose Deaths,707,100,0,Nevada,707
NV,2017,May,12 month-ending,Number of Drug Overdose Deaths,728,100,0,Nevada,728
